"Notes"	"Month"	"Month Code"	"County"	"County Code"	Avg Daily Max Air Temperature (F)	Record Count for Daily Max Air Temp (F)	Min Temp for Daily Max Air Temp (F)	Max Temp for Daily Max Air Temp (F)	Avg Daily Min Air Temperature (F)	Record Count for Daily Min Air Temp (F)	Min Temp for Daily Min Air Temp (F)	Max Temp for Daily Min Air Temp (F)	Avg Daily Max Heat Index (F)	Record Count for Daily Max Heat Index (F)	Min for Daily Max Heat Index (F)	Max for Daily Max Heat Index (F)	Daily Max Heat Index (F) % Coverage
	"Feb"	"2"	"Peoria County, IL"	"17143"	34.53	11184	-10.20	73.10	20.60	11184	-24.80	51.50	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Perry County, IL"	"17145"	43.05	7456	1.80	74.90	27.08	7456	-18.40	56.00	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Piatt County, IL"	"17147"	36.78	6524	-5.90	73.40	22.59	6524	-24.00	50.60	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Pike County, IL"	"17149"	38.60	13980	-2.70	73.90	23.50	13980	-26.00	54.10	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Pope County, IL"	"17151"	44.88	6524	2.60	75.20	29.02	6524	-8.00	60.00	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Pulaski County, IL"	"17153"	45.84	3728	3.10	75.50	29.92	3728	-8.30	58.60	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Putnam County, IL"	"17155"	33.89	3728	-11.40	72.50	20.47	3728	-24.60	48.70	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Randolph County, IL"	"17157"	43.65	9320	2.10	75.70	27.60	9320	-16.10	56.10	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Richland County, IL"	"17159"	41.35	5592	-1.10	73.30	26.16	5592	-11.00	53.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Rock Island County, IL"	"17161"	32.24	6524	-13.70	70.90	18.41	6524	-28.40	47.00	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"St. Clair County, IL"	"17163"	42.37	8388	0.80	75.50	26.67	8388	-18.60	56.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Saline County, IL"	"17165"	44.11	5592	2.80	74.20	28.45	5592	-11.20	60.00	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Sangamon County, IL"	"17167"	38.51	14912	-4.00	73.20	23.87	14912	-25.60	54.40	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Schuyler County, IL"	"17169"	37.17	6524	-4.70	72.60	22.47	6524	-27.30	52.40	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Scott County, IL"	"17171"	38.78	4660	-2.70	73.30	23.84	4660	-25.50	53.70	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Shelby County, IL"	"17173"	38.79	10252	-3.90	73.30	24.16	10252	-25.00	54.20	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Stark County, IL"	"17175"	33.32	4660	-10.60	72.00	19.47	4660	-25.20	49.40	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Stephenson County, IL"	"17177"	29.13	7456	-16.50	68.40	15.82	7456	-32.90	44.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Tazewell County, IL"	"17179"	35.57	9320	-9.60	73.50	21.57	9320	-24.10	51.30	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Union County, IL"	"17181"	44.53	7456	2.10	75.00	28.87	7456	-10.80	57.10	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Vermilion County, IL"	"17183"	36.03	17708	-7.20	73.50	21.95	17708	-25.20	51.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Wabash County, IL"	"17185"	42.54	5592	0.60	73.30	27.03	5592	-10.30	55.30	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Warren County, IL"	"17187"	34.11	7456	-10.10	71.10	19.80	7456	-28.80	50.60	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Washington County, IL"	"17189"	42.56	8388	1.60	75.10	26.84	8388	-17.30	55.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Wayne County, IL"	"17191"	42.45	13980	0.60	73.80	27.04	13980	-15.00	56.90	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"White County, IL"	"17193"	43.49	8388	1.50	74.30	27.83	8388	-11.60	60.00	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Whiteside County, IL"	"17195"	31.63	9320	-14.40	70.70	17.83	9320	-30.40	45.60	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Will County, IL"	"17197"	32.70	16776	-11.50	73.40	19.43	16776	-23.90	50.70	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Williamson County, IL"	"17199"	44.08	5592	2.50	74.00	29.11	5592	-12.10	57.30	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Winnebago County, IL"	"17201"	29.77	6524	-15.80	68.80	16.57	6524	-32.80	45.40	Missing	0	Missing	Missing	0.00%
	"Feb"	"2"	"Woodford County, IL"	"17203"	34.25	7456	-10.00	73.10	20.56	7456	-23.70	50.50	Missing	0	Missing	Missing	0.00%
	"Mar"	"3"	"Adams County, IL"	"17001"	50.55	19437	14.40	84.10	32.58	19437	-10.40	64.40	82.26	66	80.40	84.30	0.34%
	"Mar"	"3"	"Alexander County, IL"	"17003"	56.84	6138	19.80	81.90	38.58	6138	5.70	66.60	82.54	66	79.70	84.20	1.08%
	"Mar"	"3"	"Bond County, IL"	"17005"	52.73	6138	12.90	82.70	35.29	6138	-6.70	65.20	82.57	36	80.40	85.40	0.59%
	"Mar"	"3"	"Boone County, IL"	"17007"	42.90	6138	10.20	80.10	27.51	6138	-6.20	60.90	79.40	2	79.40	79.40	0.03%
	"Mar"	"3"	"Brown County, IL"	"17009"	50.75	5115	14.90	83.80	32.97	5115	-8.20	65.00	82.20	20	79.40	84.80	0.39%
	"Mar"	"3"	"Bureau County, IL"	"17011"	46.40	18414	13.20	81.40	30.05	18414	-3.00	61.60	80.03	30	79.40	81.20	0.16%
	"Mar"	"3"	"Calhoun County, IL"	"17013"	52.62	4092	14.50	84.90	34.57	4092	-12.40	65.30	82.90	24	79.70	86.80	0.59%
	"Mar"	"3"	"Carroll County, IL"	"17015"	44.13	10230	10.50	80.30	27.90	10230	-8.10	59.10	79.60	1	79.60	79.60	0.01%
	"Mar"	"3"	"Cass County, IL"	"17017"	50.77	7161	16.40	83.60	33.29	7161	-3.40	64.90	81.71	44	79.50	84.90	0.61%
	"Mar"	"3"	"Champaign County, IL"	"17019"	48.20	17391	12.60	80.90	31.76	17391	-14.00	62.40	79.83	10	79.60	80.00	0.06%
	"Mar"	"3"	"Christian County, IL"	"17021"	51.00	11253	13.30	81.80	33.82	11253	-4.20	64.10	81.83	72	80.20	84.40	0.64%
	"Mar"	"3"	"Clark County, IL"	"17023"	50.71	10230	12.10	80.40	34.08	10230	-15.00	63.00	81.40	16	79.60	81.90	0.16%
	"Mar"	"3"	"Clay County, IL"	"17025"	52.89	8184	12.70	81.70	35.94	8184	-6.40	65.10	81.85	36	80.10	82.80	0.44%
	"Mar"	"3"	"Clinton County, IL"	"17027"	53.57	10230	13.20	83.00	35.84	10230	-5.80	65.50	82.70	70	80.30	86.10	0.68%
	"Mar"	"3"	"Coles County, IL"	"17029"	50.17	8184	12.10	81.30	33.48	8184	-12.50	63.40	80.45	13	79.60	81.40	0.16%
	"Mar"	"3"	"Cook County, IL"	"17031"	44.34	15345	12.30	80.80	29.39	15345	-7.30	61.60	79.89	13	79.70	80.00	0.08%
	"Mar"	"3"	"Crawford County, IL"	"17033"	51.79	7161	12.40	80.90	35.03	7161	-14.30	63.50	81.64	21	79.60	82.40	0.29%
	"Mar"	"3"	"Cumberland County, IL"	"17035"	51.04	8184	12.30	81.00	34.33	8184	-11.60	63.60	81.05	22	79.80	81.90	0.27%
	"Mar"	"3"	"DeKalb County, IL"	"17037"	44.20	12276	11.80	80.70	28.99	12276	-5.10	62.10	79.50	8	79.40	79.80	0.07%
	"Mar"	"3"	"De Witt County, IL"	"17039"	49.02	7161	14.10	81.10	32.24	7161	-6.90	62.20	80.65	11	79.70	82.70	0.15%
	"Mar"	"3"	"Douglas County, IL"	"17041"	49.61	8184	12.50	81.00	33.03	8184	-13.20	63.20	80.25	12	79.70	81.30	0.15%
	"Mar"	"3"	"DuPage County, IL"	"17043"	44.21	6138	12.60	80.40	29.00	6138	-7.30	60.40	79.63	6	79.50	79.70	0.10%
	"Mar"	"3"	"Edgar County, IL"	"17045"	49.55	12276	12.10	80.10	33.03	12276	-15.00	62.40	79.65	2	79.60	79.70	0.02%
	"Mar"	"3"	"Edwards County, IL"	"17047"	53.60	3069	14.00	81.30	36.01	3069	-3.40	65.40	81.94	17	80.20	82.90	0.55%
	"Mar"	"3"	"Effingham County, IL"	"17049"	51.71	8184	12.40	81.50	34.82	8184	-9.60	64.70	81.57	35	79.90	82.90	0.43%
	"Mar"	"3"	"Fayette County, IL"	"17051"	52.06	13299	12.60	82.00	34.82	13299	-6.90	64.70	82.19	78	80.20	84.50	0.59%
	"Mar"	"3"	"Ford County, IL"	"17053"	46.60	10230	13.70	80.00	30.99	10230	-12.00	62.30	Missing	0	Missing	Missing	0.00%
	"Mar"	"3"	"Franklin County, IL"	"17055"	54.78	6138	16.90	81.60	37.16	6138	1.70	66.80	82.34	47	80.10	84.30	0.77%
	"Mar"	"3"	"Fulton County, IL"	"17057"	49.11	16368	14.70	82.30	31.88	16368	-9.00	64.10	81.60	49	79.40	83.60	0.30%
	"Mar"	"3"	"Gallatin County, IL"	"17059"	55.14	4092	16.90	82.20	37.33	4092	-0.90	67.20	82.41	30	79.90	83.60	0.73%
	"Mar"	"3"	"Greene County, IL"	"17061"	52.09	10230	14.80	84.50	34.27	10230	-10.60	65.40	82.43	64	79.50	86.10	0.63%
	"Mar"	"3"	"Grundy County, IL"	"17063"	46.33	9207	14.10	81.80	30.38	9207	-4.70	62.20	80.70	16	80.00	81.50	0.17%
	"Mar"	"3"	"Hamilton County, IL"	"17065"	54.57	9207	16.00	82.00	36.92	9207	0.90	67.20	82.22	67	80.00	83.50	0.73%
	"Mar"	"3"	"Hancock County, IL"	"17067"	49.40	13299	13.60	83.20	31.83	13299	-12.10	64.00	81.84	44	80.50	83.40	0.33%
	"Mar"	"3"	"Hardin County, IL"	"17069"	55.22	2046	17.30	82.00	37.27	2046	0.10	66.40	82.05	14	79.60	83.30	0.68%
	"Mar"	"3"	"Henderson County, IL"	"17071"	48.05	10230	13.60	81.50	31.02	10230	-11.90	62.80	81.45	35	80.50	82.40	0.34%
	"Mar"	"3"	"Henry County, IL"	"17073"	46.70	16368	12.50	81.00	30.06	16368	-4.70	61.70	80.42	20	79.40	80.80	0.12%
	"Mar"	"3"	"Iroquois County, IL"	"17075"	46.90	20460	14.00	80.30	30.91	20460	-12.30	62.30	79.70	12	79.60	79.80	0.06%
	"Mar"	"3"	"Jackson County, IL"	"17077"	55.26	12276	17.60	82.10	37.16	12276	2.10	66.70	82.54	102	80.20	85.10	0.83%
	"Mar"	"3"	"Jasper County, IL"	"17079"	52.00	6138	12.40	81.20	35.21	6138	-8.80	63.90	81.42	23	80.00	82.20	0.37%
	"Mar"	"3"	"Jefferson County, IL"	"17081"	53.75	9207	13.70	81.60	36.63	9207	-1.90	66.00	82.13	54	79.90	84.20	0.59%
	"Mar"	"3"	"Jersey County, IL"	"17083"	52.74	7161	14.20	84.60	34.88	7161	-10.60	65.30	82.79	44	79.90	86.60	0.61%
	"Mar"	"3"	"Jo Daviess County, IL"	"17085"	43.07	10230	9.50	79.00	27.17	10230	-9.60	59.20	Missing	0	Missing	Missing	0.00%
	"Mar"	"3"	"Johnson County, IL"	"17087"	55.54	5115	17.70	81.70	37.97	5115	3.30	66.30	82.04	33	79.60	83.50	0.65%
	"Mar"	"3"	"Kane County, IL"	"17089"	44.00	9207	11.80	80.50	28.95	9207	-5.80	61.80	79.62	4	79.50	79.70	0.04%
	"Mar"	"3"	"Kankakee County, IL"	"17091"	46.15	12276	14.40	80.60	30.23	12276	-9.30	62.30	80.06	12	79.70	81.30	0.10%
	"Mar"	"3"	"Kendall County, IL"	"17093"	45.33	6138	13.40	81.10	29.56	6138	-5.90	61.10	79.95	6	79.80	80.00	0.10%
	"Mar"	"3"	"Knox County, IL"	"17095"	47.65	12276	13.80	81.10	30.79	12276	-7.80	62.20	80.87	15	80.40	81.80	0.12%
	"Mar"	"3"	"Lake County, IL"	"17097"	42.31	11253	11.30	80.40	28.49	11253	-8.10	62.10	79.57	6	79.40	79.70	0.05%
	"Mar"	"3"	"LaSalle County, IL"	"17099"	46.46	18414	13.50	81.60	30.51	18414	-3.50	62.80	80.21	27	79.70	81.30	0.15%
	"Mar"	"3"	"Lawrence County, IL"	"17101"	52.99	6138	13.40	81.30	35.59	6138	-7.50	63.40	81.82	29	79.90	82.80	0.47%
	"Mar"	"3"	"Lee County, IL"	"17103"	45.16	10230	12.10	80.60	29.55	10230	-4.40	62.50	79.61	8	79.40	80.30	0.08%
	"Mar"	"3"	"Livingston County, IL"	"17105"	46.34	18414	14.90	80.90	30.74	18414	-9.50	63.20	79.97	11	79.60	81.20	0.06%
	"Mar"	"3"	"Logan County, IL"	"17107"	49.44	14322	15.30	81.60	32.55	14322	-5.60	63.70	81.41	52	79.60	83.80	0.36%
	"Mar"	"3"	"McDonough County, IL"	"17109"	49.14	9207	14.30	82.60	31.73	9207	-10.40	64.20	81.94	24	80.40	83.40	0.26%
	"Mar"	"3"	"McHenry County, IL"	"17111"	42.25	12276	9.50	80.20	27.38	12276	-8.20	61.30	79.50	1	79.50	79.50	0.01%
	"Mar"	"3"	"McLean County, IL"	"17113"	47.29	21483	13.70	80.10	31.50	21483	-10.40	63.40	82.20	1	82.20	82.20	0.00%
	"Mar"	"3"	"Macon County, IL"	"17115"	49.90	8184	13.80	81.50	32.94	8184	-2.80	63.70	81.26	29	80.20	83.20	0.35%
	"Mar"	"3"	"Macoupin County, IL"	"17117"	51.90	12276	13.80	83.70	34.28	12276	-9.20	64.50	82.32	73	79.90	85.60	0.59%
	"Mar"	"3"	"Madison County, IL"	"17119"	53.18	14322	13.30	84.40	35.54	14322	-9.10	65.60	82.76	98	80.20	86.90	0.68%
	"Mar"	"3"	"Marion County, IL"	"17121"	52.93	9207	12.70	81.60	35.92	9207	-5.60	65.30	82.01	45	80.00	83.90	0.49%
	"Mar"	"3"	"Marshall County, IL"	"17123"	47.28	9207	14.90	81.20	30.90	9207	-1.80	62.80	80.06	19	79.50	81.00	0.21%
	"Mar"	"3"	"Mason County, IL"	"17125"	50.07	11253	16.10	82.60	32.83	11253	-0.80	64.30	81.36	62	79.60	84.20	0.55%
	"Mar"	"3"	"Massac County, IL"	"17127"	56.61	5115	19.40	82.50	38.19	5115	5.40	66.10	82.54	44	80.00	84.20	0.86%
	"Mar"	"3"	"Menard County, IL"	"17129"	50.51	5115	16.30	82.40	33.13	5115	0.60	63.90	81.57	30	79.90	84.20	0.59%
	"Mar"	"3"	"Mercer County, IL"	"17131"	47.17	10230	12.70	81.50	30.34	10230	-8.30	62.10	81.20	21	80.60	81.80	0.21%
	"Mar"	"3"	"Monroe County, IL"	"17133"	54.32	7161	13.70	83.80	36.24	7161	-10.50	64.80	82.78	53	79.80	86.80	0.74%
	"Mar"	"3"	"Montgomery County, IL"	"17135"	51.62	15345	12.80	82.40	34.26	15345	-6.80	63.80	82.07	89	80.00	84.80	0.58%
	"Mar"	"3"	"Morgan County, IL"	"17137"	51.08	11253	14.70	84.10	33.50	11253	-5.90	65.20	81.75	70	79.40	85.20	0.62%
	"Mar"	"3"	"Moultrie County, IL"	"17139"	50.39	5115	13.00	81.60	33.53	5115	-5.50	63.70	81.10	12	80.10	82.50	0.23%
	"Mar"	"3"	"Ogle County, IL"	"17141"	43.69	17391	10.40	80.20	28.08	17391	-7.00	62.20	79.43	3	79.40	79.50	0.02%
	"Mar"	"3"	"Peoria County, IL"	"17143"	47.92	12276	14.70	81.10	31.11	12276	-1.50	62.50	80.32	23	79.50	82.50	0.19%
	"Mar"	"3"	"Perry County, IL"	"17145"	54.45	8184	15.90	82.00	36.29	8184	0.20	65.80	82.53	61	80.50	84.90	0.75%
	"Mar"	"3"	"Piatt County, IL"	"17147"	49.23	7161	13.40	81.40	32.47	7161	-11.50	63.70	80.53	12	79.70	82.60	0.17%
	"Mar"	"3"	"Pike County, IL"	"17149"	51.40	15345	14.90	85.00	33.43	15345	-11.10	65.60	82.33	73	79.30	85.90	0.48%
	"Mar"	"3"	"Pope County, IL"	"17151"	55.65	7161	17.50	82.10	37.39	7161	2.40	65.80	82.04	47	79.60	83.60	0.66%
	"Mar"	"3"	"Pulaski County, IL"	"17153"	56.57	4092	19.60	81.70	38.35	4092	5.50	66.30	82.55	38	80.00	83.90	0.93%
	"Mar"	"3"	"Putnam County, IL"	"17155"	47.14	4092	15.00	81.50	30.73	4092	1.20	62.10	80.24	9	79.70	80.80	0.22%
	"Mar"	"3"	"Randolph County, IL"	"17157"	55.02	10230	15.30	83.40	36.73	10230	-3.60	66.00	82.75	90	80.50	86.60	0.88%
	"Mar"	"3"	"Richland County, IL"	"17159"	52.73	6138	12.80	81.50	35.48	6138	-7.10	63.70	81.74	25	80.10	82.60	0.41%
	"Mar"	"3"	"Rock Island County, IL"	"17161"	46.66	7161	12.50	81.10	29.99	7161	-5.40	60.70	80.48	10	79.50	80.90	0.14%
	"Mar"	"3"	"St. Clair County, IL"	"17163"	53.96	9207	13.50	84.20	35.97	9207	-7.90	65.80	82.84	70	80.20	87.00	0.76%
	"Mar"	"3"	"Saline County, IL"	"17165"	55.19	6138	17.20	81.80	37.41	6138	1.40	67.40	82.32	48	80.00	83.40	0.78%
	"Mar"	"3"	"Sangamon County, IL"	"17167"	50.98	16368	14.40	82.50	33.69	16368	-2.20	64.10	81.84	108	79.90	84.70	0.66%
	"Mar"	"3"	"Schuyler County, IL"	"17169"	50.17	7161	15.10	83.20	32.62	7161	-7.50	64.70	82.25	22	79.40	84.40	0.31%
	"Mar"	"3"	"Scott County, IL"	"17171"	51.46	5115	15.50	84.00	33.67	5115	-8.50	65.10	81.97	32	79.40	85.10	0.63%
	"Mar"	"3"	"Shelby County, IL"	"17173"	50.78	11253	12.70	81.60	33.81	11253	-7.50	63.80	81.59	52	80.10	83.60	0.46%
	"Mar"	"3"	"Stark County, IL"	"17175"	46.93	5115	14.40	80.10	30.22	5115	-1.30	62.20	80.30	1	80.30	80.30	0.02%
	"Mar"	"3"	"Stephenson County, IL"	"17177"	42.55	8184	9.60	79.60	26.81	8184	-9.50	59.90	Missing	0	Missing	Missing	0.00%
	"Mar"	"3"	"Tazewell County, IL"	"17179"	48.61	10230	16.00	81.10	31.78	10230	-2.10	62.70	80.53	34	79.60	82.90	0.33%
	"Mar"	"3"	"Union County, IL"	"17181"	55.57	8184	17.90	81.70	37.68	8184	3.30	66.50	82.13	60	79.60	84.20	0.73%
	"Mar"	"3"	"Vermilion County, IL"	"17183"	48.47	19437	12.40	80.40	32.10	19437	-14.80	62.20	79.73	19	79.60	79.90	0.10%
	"Mar"	"3"	"Wabash County, IL"	"17185"	53.64	6138	14.30	81.50	36.13	6138	-3.20	65.50	81.97	36	80.10	83.00	0.59%
	"Mar"	"3"	"Warren County, IL"	"17187"	47.80	8184	13.60	81.00	30.81	8184	-12.00	62.10	81.18	16	80.40	82.10	0.20%
	"Mar"	"3"	"Washington County, IL"	"17189"	54.00	9207	14.10	82.60	36.04	9207	-2.70	65.70	82.61	59	80.10	85.70	0.64%
	"Mar"	"3"	"Wayne County, IL"	"17191"	53.73	15345	13.90	81.80	36.33	15345	-2.90	66.10	82.14	98	80.10	83.30	0.64%
	"Mar"	"3"	"White County, IL"	"17193"	54.60	9207	15.40	82.20	36.88	9207	-3.70	67.20	82.28	69	80.10	83.60	0.75%
	"Mar"	"3"	"Whiteside County, IL"	"17195"	45.83	10230	12.40	80.80	29.33	10230	-5.60	59.90	80.11	20	79.60	80.70	0.20%
	"Mar"	"3"	"Will County, IL"	"17197"	45.43	18414	13.30	80.90	29.62	18414	-8.20	62.10	80.14	23	79.70	81.50	0.12%
	"Mar"	"3"	"Williamson County, IL"	"17199"	55.22	6138	17.70	81.50	38.14	6138	3.10	66.90	82.10	45	79.90	83.80	0.73%
	"Mar"	"3"	"Winnebago County, IL"	"17201"	43.10	7161	10.30	80.00	27.54	7161	-7.10	60.50	79.40	1	79.40	79.40	0.01%
	"Mar"	"3"	"Woodford County, IL"	"17203"	47.11	8184	15.50	80.50	30.80	8184	-7.20	62.70	80.05	2	79.60	80.50	0.02%
	"Apr"	"4"	"Adams County, IL"	"17001"	62.61	18810	29.60	88.80	42.96	18810	12.20	68.10	84.20	1093	79.60	92.80	5.81%
	"Apr"	"4"	"Alexander County, IL"	"17003"	67.41	5940	36.00	88.30	47.54	5940	27.30	70.10	84.61	612	80.00	93.10	10.30%
	"Apr"	"4"	"Bond County, IL"	"17005"	64.20	5940	33.30	87.00	45.18	5940	21.10	69.60	84.61	358	80.10	92.70	6.03%
	"Apr"	"4"	"Boone County, IL"	"17007"	57.07	5940	24.40	84.80	39.00	5940	10.40	67.00	82.61	115	80.10	87.20	1.94%
	"Apr"	"4"	"Brown County, IL"	"17009"	62.77	4950	29.90	87.90	43.31	4950	15.80	69.40	84.20	285	79.60	92.30	5.76%
	"Apr"	"4"	"Bureau County, IL"	"17011"	59.83	17820	25.60	87.20	41.02	17820	11.70	66.10	82.91	617	79.50	90.00	3.46%
	"Apr"	"4"	"Calhoun County, IL"	"17013"	64.12	3960	31.80	88.20	44.39	3960	20.10	68.80	84.56	279	79.40	93.80	7.05%
	"Apr"	"4"	"Carroll County, IL"	"17015"	58.53	9900	24.40	86.30	39.69	9900	5.20	65.80	82.74	263	79.50	88.80	2.66%
	"Apr"	"4"	"Cass County, IL"	"17017"	62.92	6930	29.00	88.20	43.68	6930	15.80	69.60	84.06	431	78.90	92.10	6.22%
	"Apr"	"4"	"Champaign County, IL"	"17019"	61.19	16830	26.60	86.90	42.84	16830	5.40	67.70	82.93	802	79.80	90.40	4.77%
	"Apr"	"4"	"Christian County, IL"	"17021"	63.09	10890	29.80	87.30	44.14	10890	16.70	69.20	84.02	618	79.80	91.10	5.67%
	"Apr"	"4"	"Clark County, IL"	"17023"	62.84	9900	30.20	86.00	44.41	9900	14.50	70.00	83.76	451	79.80	90.30	4.56%
	"Apr"	"4"	"Clay County, IL"	"17025"	64.25	7920	33.90	86.70	45.75	7920	22.10	70.50	84.26	494	80.10	91.30	6.24%
	"Apr"	"4"	"Clinton County, IL"	"17027"	64.92	9900	34.10	87.60	45.60	9900	22.90	69.40	84.67	701	78.90	94.00	7.08%
	"Apr"	"4"	"Coles County, IL"	"17029"	62.45	7920	29.40	86.60	43.89	7920	13.60	69.20	83.52	389	79.70	90.50	4.91%
	"Apr"	"4"	"Cook County, IL"	"17031"	57.40	14850	24.80	85.90	39.65	14850	12.50	67.20	82.78	339	80.00	88.60	2.28%
	"Apr"	"4"	"Crawford County, IL"	"17033"	63.57	6930	32.80	86.20	45.12	6930	18.50	70.20	83.98	372	79.90	90.90	5.37%
	"Apr"	"4"	"Cumberland County, IL"	"17035"	63.07	7920	30.20	86.50	44.61	7920	13.40	69.70	83.84	409	79.80	90.60	5.16%
	"Apr"	"4"	"DeKalb County, IL"	"17037"	57.92	11880	24.70	85.40	40.21	11880	10.90	66.80	82.42	298	79.90	87.80	2.51%
	"Apr"	"4"	"De Witt County, IL"	"17039"	61.60	6930	27.70	87.20	42.97	6930	10.40	67.30	83.19	357	79.40	90.60	5.15%
	"Apr"	"4"	"Douglas County, IL"	"17041"	62.19	7920	28.70	86.80	43.75	7920	11.20	68.80	83.35	402	79.70	90.70	5.08%
	"Apr"	"4"	"DuPage County, IL"	"17043"	57.43	5940	25.20	85.10	39.44	5940	12.60	66.20	82.53	137	80.10	87.50	2.31%
	"Apr"	"4"	"Edgar County, IL"	"17045"	62.11	11880	28.60	86.70	43.64	11880	14.40	68.60	83.30	531	79.80	90.60	4.47%
	"Apr"	"4"	"Edwards County, IL"	"17047"	64.81	2970	34.10	87.10	45.39	2970	23.70	69.10	84.16	207	80.20	92.10	6.97%
	"Apr"	"4"	"Effingham County, IL"	"17049"	63.49	7920	30.90	86.60	44.95	7920	13.10	70.70	84.09	438	79.90	90.80	5.53%
	"Apr"	"4"	"Fayette County, IL"	"17051"	63.75	12870	31.70	87.00	44.85	12870	15.40	70.10	84.29	757	79.90	92.20	5.88%
	"Apr"	"4"	"Ford County, IL"	"17053"	59.91	9900	26.10	87.20	42.28	9900	5.50	67.50	82.63	387	79.60	90.00	3.91%
	"Apr"	"4"	"Franklin County, IL"	"17055"	65.89	5940	34.80	87.90	46.58	5940	25.10	68.80	84.58	490	79.80	92.90	8.25%
	"Apr"	"4"	"Fulton County, IL"	"17057"	61.66	15840	26.00	88.20	42.52	15840	2.90	68.80	83.68	806	79.00	91.60	5.09%
	"Apr"	"4"	"Gallatin County, IL"	"17059"	66.23	3960	34.70	88.60	46.61	3960	24.80	70.00	84.50	350	80.10	93.20	8.84%
	"Apr"	"4"	"Greene County, IL"	"17061"	63.77	9900	31.80	88.10	44.29	9900	20.40	69.00	84.45	656	79.10	93.30	6.63%
	"Apr"	"4"	"Grundy County, IL"	"17063"	59.76	8910	27.20	87.10	41.22	8910	14.30	67.60	82.87	348	79.60	89.80	3.91%
	"Apr"	"4"	"Hamilton County, IL"	"17065"	65.72	8910	34.60	88.40	46.27	8910	25.20	69.50	84.53	695	80.30	93.30	7.80%
	"Apr"	"4"	"Hancock County, IL"	"17067"	61.91	12870	27.20	88.40	42.58	12870	2.90	68.20	83.92	717	79.20	91.60	5.57%
	"Apr"	"4"	"Hardin County, IL"	"17069"	66.04	1980	34.50	88.00	46.32	1980	25.10	69.20	84.15	164	80.10	92.20	8.28%
	"Apr"	"4"	"Henderson County, IL"	"17071"	61.01	9900	26.50	88.30	42.02	9900	2.30	66.40	83.68	470	79.60	90.40	4.75%
	"Apr"	"4"	"Henry County, IL"	"17073"	60.04	15840	25.30	86.90	41.09	15840	9.80	65.90	83.03	556	79.70	89.60	3.51%
	"Apr"	"4"	"Iroquois County, IL"	"17075"	60.20	19800	26.50	87.30	42.06	19800	6.40	68.00	82.71	791	79.60	90.20	3.99%
	"Apr"	"4"	"Jackson County, IL"	"17077"	66.30	11880	35.30	89.10	46.46	11880	25.80	68.60	84.45	1113	78.80	93.70	9.37%
	"Apr"	"4"	"Jasper County, IL"	"17079"	63.62	5940	32.40	86.20	45.28	5940	18.50	70.10	84.08	324	80.00	90.80	5.45%
	"Apr"	"4"	"Jefferson County, IL"	"17081"	64.98	8910	34.10	87.50	46.34	8910	23.60	69.50	84.47	612	80.10	92.40	6.87%
	"Apr"	"4"	"Jersey County, IL"	"17083"	64.17	6930	32.10	88.10	44.71	6930	21.00	69.20	84.45	485	79.20	93.80	7.00%
	"Apr"	"4"	"Jo Daviess County, IL"	"17085"	57.36	9900	23.80	85.50	38.91	9900	4.00	66.00	82.86	177	79.80	86.70	1.79%
	"Apr"	"4"	"Johnson County, IL"	"17087"	66.23	4950	34.40	87.80	47.20	4950	25.90	69.50	84.32	412	80.00	92.80	8.32%
	"Apr"	"4"	"Kane County, IL"	"17089"	57.56	8910	24.50	85.20	39.97	8910	11.00	66.50	82.35	209	79.90	87.60	2.35%
	"Apr"	"4"	"Kankakee County, IL"	"17091"	59.60	11880	26.40	87.20	41.29	11880	11.40	67.70	82.73	428	79.60	89.90	3.60%
